File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A1_006_LST_Day_1km_doy2001196_aid0001,LST_Day_1km,aid0001,2001-07-15,5123677.0,266.96,335.52,"(266.96,335.52)",307.386,9.1039,82.8804,313.94,333.28,305.22,281.7,301.04
MOD11A1_006_LST_Day_1km_doy2001197_aid0001,LST_Day_1km,aid0001,2001-07-16,5380322.0,260.98,337.46,"(260.98,337.46)",307.7604,8.3639,69.9547,313.96,331.98,307.16,283.92,301.94
MOD11A1_006_LST_Day_1km_doy2001198_aid0001,LST_Day_1km,aid0001,2001-07-17,4844552.0,257.54,337.26,"(257.54,337.26)",308.6871,8.4536,71.4638,314.7,333.06,307.94,284.1,302.46
MOD11A1_006_LST_Day_1km_doy2001199_aid0001,LST_Day_1km,aid0001,2001-07-18,5283345.0,231.88,337.86,"(231.88,337.86)",308.4556,8.6047,74.0401,314.4,332.6,308.3,284.06,302.26
MOD11A1_006_LST_Day_1km_doy2001200_aid0001,LST_Day_1km,aid0001,2001-07-19,5189061.0,266.06,337.56,"(266.06,337.56)",308.9058,9.2514,85.5879,316.32,337.56,308.98,280.48,301.98
MOD11A1_006_LST_Day_1km_doy2001201_aid0001,LST_Day_1km,aid0001,2001-07-20,5328221.0,267.52,337.8,"(267.52,337.8)",308.4477,9.02,81.3609,315.84,337.12,307.72,279.9,301.46
MOD11A1_006_LST_Day_1km_doy2001202_aid0001,LST_Day_1km,aid0001,2001-07-21,6325752.0,267.9,338.02,"(267.9,338.02)",309.5315,9.016,81.2881,317.12,338.02,308.72,279.82,302.2
MOD11A1_006_LST_Day_1km_doy2001203_aid0001,LST_Day_1km,aid0001,2001-07-22,6615498.0,270.16,337.78,"(270.16,337.78000000000003)",309.275,9.1749,84.1788,317.36,337.78,307.36,278.66,301.88
MOD11A1_006_LST_Day_1km_doy2001204_aid0001,LST_Day_1km,aid0001,2001-07-23,5909637.0,269.96,340.14,"(269.96,340.14)",309.2855,9.2252,85.105,317.46,340.14,307.88,278.32,301.8
MOD11A1_006_LST_Day_1km_doy2001205_aid0001,LST_Day_1km,aid0001,2001-07-24,5342436.0,264.8,336.98,"(264.8,336.98)",309.895,9.6002,92.1629,318.06,336.98,309.16,278.06,302.06
MOD11A1_006_LST_Day_1km_doy2001206_aid0001,LST_Day_1km,aid0001,2001-07-25,4873442.0,267.22,338.66,"(267.22,338.66)",309.551,9.6321,92.7769,317.0,338.66,309.58,278.5,301.6
MOD11A1_006_LST_Day_1km_doy2001207_aid0001,LST_Day_1km,aid0001,2001-07-26,3678678.0,259.46,339.94,"(259.46,339.94)",309.3991,10.8394,117.4926,318.58,339.94,310.04,272.66,299.2
MOD11A1_006_LST_Day_1km_doy2001208_aid0001,LST_Day_1km,aid0001,2001-07-27,5070624.0,269.7,339.0,"(269.7,339.0)",308.409,10.6193,112.7706,317.14,339.0,307.42,274.6,300.12
MOD11A1_006_LST_Day_1km_doy2001209_aid0001,LST_Day_1km,aid0001,2001-07-28,4994957.0,263.08,340.46,"(263.08,340.46)",310.1254,9.5932,92.0294,317.54,339.26,310.62,281.34,303.06
MOD11A1_006_LST_Day_1km_doy2001210_aid0001,LST_Day_1km,aid0001,2001-07-29,5108234.0,272.74,340.38,"(272.74,340.38)",309.6391,9.4651,89.5874,317.82,340.38,309.44,277.62,301.74
MOD11A1_006_LST_Day_1km_doy2001211_aid0001,LST_Day_1km,aid0001,2001-07-30,5058831.0,270.04,337.5,"(270.04,337.5)",308.6447,8.3865,70.334,315.56,335.24,308.28,282.72,302.42
MOD11A1_006_LST_Day_1km_doy2001212_aid0001,LST_Day_1km,aid0001,2001-07-31,5767305.0,270.8,341.68,"(270.8,341.68)",307.5898,8.3031,68.9416,314.42,333.6,306.02,282.32,301.58
